timestamp,open,high,low,close,volume,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,date
2025-05-14 17:00:00,103363.5,103435.29,103356.72,103423.44,6.99594,723284.2115341,1730.0,4.24994,439381.1219507,2025-05-14
2025-05-14 17:05:00,103420.96,103423.45,103160.01,103203.42,7.57931,782869.5038316,1254.0,4.7666,492278.1163379,2025-05-14
2025-05-14 17:10:00,103202.69,103203.43,103074.99,103127.4,8.97472,925701.3424787,1379.0,3.93589,405855.6828061,2025-05-14
2025-05-14 17:15:00,103125.66,103138.63,102970.0,102980.17,7.86368,810342.728735,359.0,2.55743,263595.3713932,2025-05-14
2025-05-14 17:20:00,102980.19,103001.24,102880.02,102894.65,6.24266,642635.3492226,1180.0,2.47335,254546.9508367,2025-05-14
2025-05-14 17:25:00,102888.89,102899.62,102631.64,102899.62,6.73948,692747.4933163,1028.0,6.36717,654454.9595878,2025-05-14
2025-05-14 17:30:00,102899.61,102934.17,102860.15,102911.63,10.33719,1063684.6996943,1226.0,6.42566,661187.8500081,2025-05-14
2025-05-14 17:35:00,102911.63,102996.09,102883.02,102996.09,7.46748,768584.7387613,1418.0,6.57208,676442.5318976,2025-05-14
2025-05-14 17:40:00,102996.09,103142.9,102961.34,103095.46,8.95754,923233.08755,864.0,6.99187,720558.5485962,2025-05-14
2025-05-14 17:45:00,103094.18,103152.0,103090.58,103111.45,3.95644,407999.2538098,463.0,3.46099,356904.6240753,2025-05-14
2025-05-14 17:50:00,103111.44,103230.88,103102.15,103195.02,7.64713,789015.8002596,1096.0,5.35077,552045.8051676,2025-05-14
2025-05-14 17:55:00,103191.86,103247.79,103191.82,103236.91,3.85139,397513.8251451,220.0,3.61453,373063.9216814,2025-05-14
2025-05-14 18:00:00,103236.9,103245.98,103167.52,103216.59,6.85985,708018.2245264,1671.0,3.59484,371012.132014,2025-05-14
2025-05-14 18:05:00,103216.59,103299.98,103216.58,103288.98,6.93695,716324.2387411,494.0,5.39826,557392.8148681,2025-05-14
2025-05-14 18:10:00,103278.33,103278.33,103096.0,103110.39,4.24223,437625.615955,497.0,2.77899,286572.5375188,2025-05-14
2025-05-14 18:15:00,103108.57,103157.18,103033.44,103155.17,7.74769,798597.0217239,1150.0,5.23907,540042.2956932,2025-05-14
2025-05-14 18:20:00,103159.33,103391.03,103151.85,103320.85,8.39233,866937.631923,883.0,4.76192,491773.0072271,2025-05-14
2025-05-14 18:25:00,103320.85,103348.43,103247.3,103247.63,8.98679,928526.1642933,778.0,4.95954,512417.5005725,2025-05-14
2025-05-14 18:30:00,103247.42,103396.81,103247.3,103396.81,11.7388,1212592.7769938,1586.0,8.70347,899075.4123949,2025-05-14
2025-05-14 18:35:00,103396.72,103429.24,103183.68,103234.05,11.13429,1150500.9152466,1507.0,3.60778,372617.1180122,2025-05-14
2025-05-14 18:40:00,103235.42,103322.18,103235.42,103301.59,6.07083,626969.9017202,1282.0,5.1969,536716.3533872,2025-05-14
2025-05-14 18:45:00,103301.58,103374.52,103221.16,103374.39,9.21514,951656.9751217,1489.0,5.14986,531811.6668925,2025-05-14
2025-05-14 18:50:00,103374.39,103425.94,103288.01,103405.53,8.50318,879077.900622,1028.0,5.44636,563021.3647463,2025-05-14
2025-05-14 18:55:00,103399.97,103428.59,103380.23,103428.59,6.40932,662721.5876795,534.0,5.04492,521647.8675281,2025-05-14
2025-05-14 19:00:00,103428.59,103534.79,103428.47,103469.22,8.04747,832681.0360568,1113.0,6.41814,664062.1634042,2025-05-14
2025-05-14 19:05:00,103469.22,103547.3,103469.22,103543.92,7.4865,774997.5257099,1568.0,5.69645,589670.3224526,2025-05-14
2025-05-14 19:10:00,103539.99,103609.43,103528.82,103544.77,4.27616,442814.6092896,1523.0,2.73568,283288.1300104,2025-05-14
2025-05-14 19:15:00,103544.77,103677.69,103522.62,103677.1,6.47186,670609.7436451,761.0,4.93158,511036.4359805,2025-05-14
2025-05-14 19:20:00,103677.09,103719.88,103561.36,103606.75,9.52498,987057.1579778,998.0,6.15186,637469.6776951,2025-05-14
2025-05-14 19:25:00,103602.6,103639.18,103547.99,103547.99,7.58042,785369.222932,1528.0,3.17549,329023.0869789,2025-05-14
2025-05-14 19:30:00,103545.23,103550.19,103460.31,103500.5,7.99278,827421.1818125,935.0,3.69987,383009.3657984,2025-05-14
