timestamp,open,high,low,close,volume,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,date
2025-05-08 17:00:00,101276.48,101656.48,20329.3,101021.76,112.22822,11338264.97888,6703.0,64.23684,6502931.0354071,2025-05-08
2025-05-08 18:00:00,101021.76,101450.0,100992.69,101369.95,115.79917,11727915.5840048,6595.0,74.61438,7556155.0616476,2025-05-08
2025-05-08 19:00:00,101370.01,117411.8,100985.51,101252.51,127.3124,12892269.1350953,7018.0,74.24679,7521949.4458495,2025-05-08
2025-05-08 20:00:00,101252.51,110861.1,99000.0,102441.0,127.17029,12948677.064525,7543.0,78.60915,8003854.2521002,2025-05-08
2025-05-08 21:00:00,102441.0,105513.58,21658.2,102814.84,150.42119,15392894.8345714,7967.0,88.68701,9126377.7202197,2025-05-08
2025-05-08 22:00:00,102814.84,105789.52,20984.9,103000.0,132.14018,13467439.2368733,8474.0,78.94875,8114869.5780556,2025-05-08
2025-05-08 23:00:00,103000.0,103257.07,79000.0,103236.0,106.07069,10920877.4495686,6793.0,69.27145,7136255.9616356,2025-05-08
2025-05-09 00:00:00,103236.0,106290.04,102592.11,102820.01,108.39204,11152615.1555125,6717.0,59.03142,6072791.0735631,2025-05-09
2025-05-09 01:00:00,102824.91,105858.35,102591.54,103082.0,101.88435,10471782.6926992,6430.0,68.77924,7069536.5283265,2025-05-09
2025-05-09 02:00:00,103082.0,103128.17,102537.69,102564.99,94.63094,9726746.3865497,6448.0,51.69771,5313260.768163,2025-05-09
2025-05-09 03:00:00,102565.99,102797.67,102378.59,102465.02,91.83043,9417836.844621,5949.0,52.99152,5434787.1715158,2025-05-09
2025-05-09 04:00:00,102465.02,102840.01,100870.82,102791.5,82.55695,8470525.7703087,6064.0,50.94961,5228099.1010117,2025-05-09
2025-05-09 05:00:00,102791.5,102971.33,102605.32,102957.14,78.9394,8116979.5753737,5713.0,51.79566,5326113.3685304,2025-05-09
2025-05-09 06:00:00,102957.13,103236.96,102924.73,103202.83,86.58149,8923963.5276665,5761.0,53.62936,5527598.565498,2025-05-09
2025-05-09 07:00:00,103202.83,105078.1,20041.4,103662.46,120.68037,12378096.2265566,7258.0,83.72128,8662975.6415433,2025-05-09
2025-05-09 08:00:00,103660.94,103872.51,102653.08,102980.0,95.05655,9831115.3290314,7088.0,55.46668,5736866.6070395,2025-05-09
2025-05-09 09:00:00,102968.26,103257.03,102430.94,102938.0,97.04271,9978478.2117774,6560.0,60.32444,6202629.3664763,2025-05-09
2025-05-09 10:00:00,102936.53,103453.3,20032.0,103349.22,108.56107,11186620.0590966,6220.0,68.99151,7114208.9071444,2025-05-09
2025-05-09 11:00:00,103349.22,107975.8,19997.6,102958.32,102.95481,10599764.8899242,7186.0,62.0877,6403988.3461392,2025-05-09
2025-05-09 12:00:00,102958.32,110711.98,19641.6,102900.01,104.73441,10661559.9557355,6630.0,60.89424,6271175.5337419,2025-05-09
2025-05-09 13:00:00,102900.01,104851.14,19509.1,103626.92,118.90461,12239099.9817351,7150.0,78.05582,8055263.7323731,2025-05-09
2025-05-09 14:00:00,103626.92,106400.67,102476.79,103133.03,125.61443,12954428.1775042,7769.0,76.81693,7918985.3593508,2025-05-09
2025-05-09 15:00:00,103136.17,103245.23,102699.01,102888.24,112.5097,11581731.7113958,7220.0,65.75028,6768214.2959188,2025-05-09
2025-05-09 16:00:00,102880.29,102929.52,102372.01,102490.16,104.23982,10709755.7882114,6954.0,59.67489,6131662.1024462,2025-05-09
2025-05-09 17:00:00,102489.82,103226.52,102359.72,103195.47,120.82817,12438562.7354211,6768.0,85.03842,8754570.6344823,2025-05-09
2025-05-09 18:00:00,103195.54,103372.41,103017.49,103212.0,83.56738,8623775.2222905,6433.0,51.82838,5348095.8589393,2025-05-09
2025-05-09 19:00:00,103216.56,103272.42,102918.67,103179.47,92.96451,9583850.9724964,6217.0,50.71262,5227496.270386,2025-05-09
2025-05-09 20:00:00,103179.5,103413.17,103143.11,103183.5,67.20919,6940351.1803788,5370.0,41.20022,4254474.1437187,2025-05-09
2025-05-09 21:00:00,103183.94,103199.98,19402.1,102980.0,76.19913,7826465.8348342,6089.0,48.64041,5006447.7212856,2025-05-09
2025-05-09 22:00:00,102979.82,103067.67,102766.59,102784.65,56.84411,5853479.8634204,5102.0,33.46643,3446199.0900597,2025-05-09
2025-05-09 23:00:00,102784.65,102980.0,102719.05,102971.98,49.34289,5077087.773211,4141.0,32.8321,3378041.7089343,2025-05-09
2025-05-10 00:00:00,102972.0,103106.24,102826.54,102865.37,80.71856,8310955.9620061,6270.0,49.60446,5107755.0499929,2025-05-10
2025-05-10 01:00:00,102865.71,103119.99,102860.0,103001.68,59.17854,6095505.4975101,5793.0,36.36392,3745339.5580238,2025-05-10
2025-05-10 02:00:00,103001.68,103266.07,102952.68,103147.96,58.68299,6050235.1232184,5502.0,36.96166,3810306.863255,2025-05-10
2025-05-10 03:00:00,103147.35,104838.83,30000.0,103213.49,57.0231,5877983.8493511,5087.0,30.48434,3143279.8534683,2025-05-10
2025-05-10 04:00:00,103213.49,103221.45,103052.0,103152.47,51.91746,5355116.4437119,4563.0,32.98258,3401934.3539604,2025-05-10
2025-05-10 05:00:00,103152.47,103333.33,103095.56,103333.16,60.54193,6247292.4292881,5036.0,38.74103,3997659.1928387,2025-05-10
2025-05-10 06:00:00,103333.15,103838.22,103332.55,103731.37,82.87359,8584025.3736463,5837.0,50.76045,5257498.5194308,2025-05-10
2025-05-10 07:00:00,103731.37,104030.17,103626.31,103794.74,76.81993,7972519.7675781,5775.0,42.86102,4448061.178641,2025-05-10
2025-05-10 08:00:00,103885.31,107937.52,102944.11,103629.85,92.52755,9608528.4662887,6499.0,50.43816,5238143.5073392,2025-05-10
2025-05-10 09:00:00,103629.85,103857.16,103382.43,103815.04,83.74163,8676661.4337604,6390.0,52.74907,5464950.0610989,2025-05-10
2025-05-10 10:00:00,103815.04,103883.21,103607.25,103607.25,76.08071,7895614.1038515,5499.0,43.16226,4479100.1658225,2025-05-10
2025-05-10 11:00:00,103607.25,103654.31,103388.68,103433.82,81.87096,8475794.6198561,6062.0,47.21561,4888133.2039593,2025-05-10
2025-05-10 12:00:00,103430.86,103778.85,103430.85,103669.86,82.84913,8587267.2219628,5792.0,54.42273,5640262.8794205,2025-05-10
2025-05-10 13:00:00,103669.86,103792.34,103429.82,103628.86,69.99108,7253400.4829397,5925.0,43.59599,4517818.5219696,2025-05-10
2025-05-10 14:00:00,103628.86,103666.67,103450.01,103520.42,64.20736,6647951.5781504,5278.0,38.18129,3953098.265388,2025-05-10
2025-05-10 15:00:00,103520.42,103564.18,103138.76,103138.8,81.16816,8392504.3867662,6863.0,45.08935,4662274.5975217,2025-05-10
2025-05-10 16:00:00,103138.8,103476.56,103138.53,103419.3,82.84605,8559687.953551,6513.0,47.96206,4954869.5237991,2025-05-10
2025-05-10 17:00:00,103419.3,103560.02,103165.09,103189.65,85.7084,8863050.7235799,5983.0,47.89016,4951606.4474762,2025-05-10
2025-05-10 18:00:00,103188.36,103314.32,103005.33,103271.0,92.30246,9525653.7855252,6465.0,54.5084,5624824.4301911,2025-05-10
2025-05-10 19:00:00,103274.14,103306.4,103085.43,103174.28,63.49146,6552685.1400874,5341.0,39.50999,4077615.6718834,2025-05-10
2025-05-10 20:00:00,103174.27,103338.46,103082.0,103187.79,61.54214,6352250.4851826,5100.0,40.986,4230524.9452881,2025-05-10
2025-05-10 21:00:00,103187.79,103800.77,30000.0,103778.99,67.32164,6948393.8918708,5847.0,49.27086,5088629.0499272,2025-05-10
2025-05-10 22:00:00,103778.99,103797.32,96460.9,103600.02,88.60991,9183957.7595807,6405.0,52.77404,5470128.4686763,2025-05-10
2025-05-10 23:00:00,103600.02,104920.0,103570.63,104809.27,111.60329,11648567.1948849,7336.0,73.95161,7717758.2485632,2025-05-10
2025-05-11 00:00:00,104809.27,104938.11,104079.35,104428.58,99.87347,10441142.2138211,7309.0,57.5529,6017122.7615728,2025-05-11
2025-05-11 01:00:00,104428.55,104508.1,103979.8,104088.8,99.98289,10429792.5996928,7271.0,54.56746,5691597.4002275,2025-05-11
2025-05-11 02:00:00,104083.25,104260.3,103525.87,103775.07,83.34501,8670593.6473837,6226.0,48.77616,5074663.8127446,2025-05-11
2025-05-11 03:00:00,103774.9,104181.6,103690.03,104052.88,85.94229,8931436.2092126,6401.0,55.08416,5724978.8646173,2025-05-11
2025-05-11 04:00:00,104052.87,104364.0,103985.02,104153.7,76.87198,8008147.9242981,5988.0,52.05039,5421677.9905017,2025-05-11
2025-05-11 05:00:00,104153.7,107937.52,103825.14,103831.16,63.23225,6576790.0587596,5703.0,37.80859,3932420.2574684,2025-05-11
2025-05-11 06:00:00,103831.15,103984.13,103634.45,103870.88,71.16527,7389251.2467859,6077.0,46.9316,4872986.0112442,2025-05-11
2025-05-11 07:00:00,103870.88,103878.22,103395.74,103426.79,92.95239,9634429.1040854,6851.0,50.44621,5228054.3889922,2025-05-11
2025-05-11 08:00:00,103426.5,104002.38,103385.45,103849.4,87.8164,9115393.1505245,6577.0,57.15742,5932010.1276077,2025-05-11
2025-05-11 09:00:00,103849.4,104462.31,103842.8,104333.34,74.79432,7793569.5685445,6302.0,47.53991,4952084.3467594,2025-05-11
2025-05-11 10:00:00,104333.33,104535.23,104231.13,104523.76,76.34364,7970415.690976,6101.0,46.58519,4863880.2296573,2025-05-11
2025-05-11 11:00:00,104523.76,104760.0,104391.51,104652.0,82.17323,8589213.4722067,6479.0,47.59611,4975146.8645463,2025-05-11
2025-05-11 12:00:00,104652.02,104884.95,104105.61,104606.07,75.97266,7953895.5354532,6895.0,46.30811,4848118.5569375,2025-05-11
2025-05-11 13:00:00,104606.07,104651.15,103978.83,103978.83,86.05649,8987871.8930645,7834.0,45.22141,4722421.4680553,2025-05-11
2025-05-11 14:00:00,103978.83,104313.91,103803.07,104256.72,104.45216,10868299.2756058,7213.0,62.81287,6536301.4585419,2025-05-11
2025-05-11 15:00:00,104256.72,104674.21,103970.42,104111.12,97.8662,10210686.2194637,7511.0,56.80173,5925706.5022122,2025-05-11
2025-05-11 16:00:00,104111.12,104732.16,103690.04,103981.45,99.35032,10327969.8652158,7999.0,59.75066,6211102.4185458,2025-05-11
2025-05-11 17:00:00,103981.45,104185.28,103819.42,104041.5,88.17931,9168108.7391775,6451.0,56.85641,5911168.6635137,2025-05-11
2025-05-11 18:00:00,104041.5,105120.8,99791.99,104555.56,97.68229,10175962.5276304,6721.0,56.51429,5886627.371727,2025-05-11
2025-05-11 19:00:00,104552.01,104646.11,104355.45,104419.97,82.32214,8605191.817244,6458.0,51.65922,5399571.4381382,2025-05-11
2025-05-11 20:00:00,104419.97,104421.35,104177.05,104269.85,72.17776,7529913.8408747,5995.0,43.64239,4552816.0534171,2025-05-11
2025-05-11 21:00:00,104269.85,104359.57,103984.12,104346.02,77.80606,8103800.6561253,5772.0,47.18781,4914513.1855219,2025-05-11
2025-05-11 22:00:00,104346.02,104645.72,103599.05,103793.67,94.86229,9859650.1780999,6222.0,60.98325,6338500.1054762,2025-05-11
2025-05-11 23:00:00,103793.67,104128.83,103777.01,104118.0,85.67103,8902836.9128615,6000.0,53.86908,5597699.6220515,2025-05-11
2025-05-12 00:00:00,104118.0,513802.82,20927.2,104600.0,99.63761,10393065.3326744,8495.0,61.80078,6455187.1592156,2025-05-12
2025-05-12 01:00:00,104596.0,105061.92,102530.8,103984.12,108.11124,11279683.7440987,6987.0,60.57802,6318965.0925255,2025-05-12
2025-05-12 02:00:00,103984.13,104233.18,103787.5,103822.87,97.10302,10100801.1630027,6610.0,53.74885,5591137.4250854,2025-05-12
2025-05-12 03:00:00,103831.0,104087.73,99585.2,104087.73,99.80837,10370597.581002,6138.0,62.01625,6444791.4495235,2025-05-12
2025-05-12 04:00:00,104087.73,104160.01,103850.12,104091.59,72.89353,7581828.0531125,8103.0,47.90101,4982334.8970686,2025-05-12
2025-05-12 05:00:00,104091.58,104092.86,93425.0,103940.01,84.76864,8805860.6289857,6219.0,48.81416,5071413.3943131,2025-05-12
2025-05-12 06:00:00,103940.0,104411.59,103826.36,104381.31,95.88244,9986201.6877416,7222.0,61.11166,6364135.7089556,2025-05-12
2025-05-12 07:00:00,104381.31,105705.33,104222.99,104456.4,97.6573,10267079.5231056,8345.0,57.49451,6043497.1405939,2025-05-12
2025-05-12 08:00:00,104456.4,104730.16,104125.78,104614.04,105.88377,11052245.3070418,8205.0,70.3709,7346325.4041175,2025-05-12
2025-05-12 09:00:00,104614.04,104682.67,104295.57,104461.52,100.17505,10465892.1200155,6919.0,56.7279,5926602.0892421,2025-05-12
2025-05-12 10:00:00,104468.56,104527.65,104100.69,104527.63,85.20751,8893476.5877738,6275.0,51.66918,5393149.3587263,2025-05-12
2025-05-12 11:00:00,104527.62,104628.0,103700.0,103753.68,89.61199,9346681.782723,6738.0,45.10553,4703826.7729763,2025-05-12
2025-05-12 12:00:00,103753.68,125419.2,28000.0,103881.15,96.29275,10012267.5465238,7706.0,62.64116,6519286.6355453,2025-05-12
2025-05-12 13:00:00,103881.14,113030.2,93715.0,104303.65,108.65722,11313701.4532899,7985.0,68.42841,7124620.6412191,2025-05-12
2025-05-12 14:00:00,104303.65,104328.07,93715.0,102762.59,113.19879,11725397.3984597,7693.0,61.87225,6409377.8298655,2025-05-12
2025-05-12 15:00:00,102762.59,103197.16,102406.5,102590.86,114.6937,11789288.1174485,7386.0,69.29246,7122526.9248644,2025-05-12
2025-05-12 16:00:00,102590.86,107052.0,60000.0,102850.84,114.93092,11819048.1180998,7135.0,64.84857,6670023.7959018,2025-05-12
