timestamp,date,sma_10,sma_30,ema_10,ema_30,rsi_14,macd,atr_14,open,high,low,close,volume
2025-05-08 17:00:00,2025-05-08,,,,,,,0.0,101276.48,101656.48,20329.3,101021.76,112.22822
2025-05-08 18:00:00,2025-05-08,,,,,,,0.0,101021.76,101450.0,100992.69,101369.95,115.79917
2025-05-08 19:00:00,2025-05-08,,,,,,,0.0,101370.01,117411.8,100985.51,101252.51,127.3124
2025-05-08 20:00:00,2025-05-08,,,,,,,0.0,101252.51,110861.1,99000.0,102441.0,127.17029
2025-05-08 21:00:00,2025-05-08,,,,,,,0.0,102441.0,105513.58,21658.2,102814.84,150.42119
2025-05-08 22:00:00,2025-05-08,,,,,,,0.0,102814.84,105789.52,20984.9,103000.0,132.14018
2025-05-08 23:00:00,2025-05-08,,,,,,,0.0,103000.0,103257.07,79000.0,103236.0,106.07069
2025-05-09 00:00:00,2025-05-09,,,,,,,0.0,103236.0,106290.04,102592.11,102820.01,108.39204
2025-05-09 01:00:00,2025-05-09,,,,,,,0.0,102824.91,105858.35,102591.54,103082.0,101.88435
2025-05-09 02:00:00,2025-05-09,102360.306,,102429.33493064658,,,,0.0,103082.0,103128.17,102537.69,102564.99,94.63094
2025-05-09 03:00:00,2025-05-09,102504.632,,102435.82312507447,,,,0.0,102565.99,102797.67,102378.59,102465.02,91.83043
2025-05-09 04:00:00,2025-05-09,102646.787,,102500.49164778819,,,,0.0,102465.02,102840.01,100870.82,102791.5,82.55695
2025-05-09 05:00:00,2025-05-09,102817.25,,102583.5186209176,,,,0.0,102791.5,102971.33,102605.32,102957.14,78.9394
2025-05-09 06:00:00,2025-05-09,102893.433,,102696.12068984167,,71.9247129731339,,22400.76285714286,102957.13,103236.96,102924.73,103202.83,86.58149
2025-05-09 07:00:00,2025-05-09,102978.195,,102871.81874623409,,76.15621450214086,,26874.758367346945,103202.83,105078.1,20041.4,103662.46,120.68037
2025-05-09 08:00:00,2025-05-09,102976.195,,102891.48806510061,,61.36662681013314,,25042.23491253645,103660.94,103872.51,102653.08,102980.0,95.05655
2025-05-09 09:00:00,2025-05-09,102946.395,,102899.94478053685,,60.586822437290685,,23312.5102759267,102968.26,103257.03,102430.94,102938.0,97.04271
2025-05-09 10:00:00,2025-05-09,102999.316,,102981.6311840756,,65.24371658256294,,27605.99525621765,102936.53,103453.3,20032.0,103349.22,108.56107
2025-05-09 11:00:00,2025-05-09,102986.948,,102977.39278697094,,58.20358499277773,,31918.29559505925,103349.22,107975.8,19997.6,102958.32,102.95481
2025-05-09 12:00:00,2025-05-09,103020.45,,102963.32318933986,,57.21186236196544,,36143.44448112645,102958.32,110711.98,19641.6,102900.01,104.73441
2025-05-09 13:00:00,2025-05-09,103136.64,,103083.97715491442,,65.17753246101877,,39657.6298753317,102900.01,104851.14,19509.1,103626.92,118.90461
2025-05-09 14:00:00,2025-05-09,103170.793,,103092.89585402087,,57.36360078611817,,37105.21916995086,103626.92,106400.67,102476.79,103133.03,125.61443
2025-05-09 15:00:00,2025-05-09,103163.903,,103055.68569874435,,53.913607796536965,,34493.86208638294,103136.17,103245.23,102699.01,102888.24,112.5097
2025-05-09 16:00:00,2025-05-09,103092.636,,102952.86284442717,,48.77612401573391,,32069.836937355587,102880.29,102929.52,102372.01,102490.16,104.23982
2025-05-09 17:00:00,2025-05-09,103045.937,,102996.9732363495,,56.65686041914642,,29841.048584687327,102489.82,103226.52,102359.72,103195.47,120.82817
2025-05-09 18:00:00,2025-05-09,103069.137,,103036.06901155866,,56.82451256204807,315.71290916185535,27734.896542923943,103195.54,103372.41,103017.49,103212.0,83.56738
2025-05-09 19:00:00,2025-05-09,103093.284,,103062.14191854799,,56.36247773560466,305.8455776087503,25779.100361286517,103216.56,103272.42,102918.67,103179.47,92.96451
2025-05-09 20:00:00,2025-05-09,103076.712,,103084.20702426654,,56.40976387748599,294.95082408301823,23957.026049766053,103179.5,103413.17,103143.11,103183.5,67.20919
2025-05-09 21:00:00,2025-05-09,103078.87999999999,,103065.2602925817,,53.270658371785075,266.82016734253557,28231.37276049705,103183.94,103199.98,19402.1,102980.0,76.19913
2025-05-09 22:00:00,2025-05-09,103067.34400000001,102816.03333333334,103014.24023938502,102698.83857817033,50.37277317158487,226.15631756189396,26236.351849032977,102979.82,103067.67,102766.59,102784.65,56.84411
2025-05-09 23:00:00,2025-05-09,103001.85,102881.04066666667,103006.55655949682,102716.46060538515,53.012471605287985,206.66359972735518,24380.966002673482,102784.65,102980.0,102719.05,102971.98,49.34289
2025-05-10 00:00:00,2025-05-10,102975.084,102930.888,102980.88627595194,102726.06766310224,51.33885573476362,180.53188518773823,22659.44700248252,102972.0,103106.24,102826.54,102865.37,80.71856
2025-05-10 01:00:00,2025-05-10,102986.428,102989.19366666666,102984.66695305158,102743.84910419243,53.36604563520769,168.8747084380302,21059.485788019483,102865.71,103119.99,102860.0,103001.68,59.17854
2025-05-10 02:00:00,2025-05-10,103052.208,103012.75899999999,103014.35659795128,102769.92077488969,55.50812116394797,169.48615447814518,19577.62180316095,103001.68,103266.07,102952.68,103147.96,58.68299
2025-05-10 03:00:00,2025-05-10,103054.01,103026.04733333334,103050.56267105104,102798.53814425165,56.47269225594145,173.26120588304184,23524.850960078027,103147.35,104838.83,30000.0,103213.49,57.0231
2025-05-10 04:00:00,2025-05-10,103048.057,103031.12966666667,103069.09127631449,102821.37245752574,55.2710696652654,169.37668825572473,21856.608034358167,103213.49,103221.45,103052.0,103152.47,51.91746
2025-05-10 05:00:00,2025-05-10,103063.426,103034.36833333333,103117.10377153003,102854.39100865311,58.11325750354882,178.81706118867442,20312.4053176183,103152.47,103333.33,103095.56,103333.16,60.54193
2025-05-10 06:00:00,2025-05-10,103118.213,103064.747,103228.78854034274,102910.97029841744,63.60234766308762,215.94160338756046,18897.63850921699,103333.15,103838.22,103332.55,103731.37,82.87359
2025-05-10 07:00:00,2025-05-10,103199.687,103088.50500000002,103331.68880573497,102967.98769851954,64.40182784901022,247.62206689508457,17576.654329987206,103731.37,104030.17,103626.31,103794.74,76.81993
2025-05-10 08:00:00,2025-05-10,103284.20700000001,103124.00033333333,103385.89993196497,103010.68849216345,60.667716410188696,256.4674207326607,16677.85116355955,103885.31,107937.52,102944.11,103629.85,92.52755
2025-05-10 09:00:00,2025-05-10,103368.513,103169.00099999999,103463.92539888043,103062.58213783034,63.24528392838532,275.2478270642896,15520.485366162438,103629.85,103857.16,103382.43,103815.04,83.74163
2025-05-10 10:00:00,2025-05-10,103442.701,103196.19266666665,103489.9844172658,103097.72199990581,58.604576244957585,270.2492527991708,14431.590697150836,103815.04,103883.21,103607.25,103607.25,76.08071
2025-05-10 11:00:00,2025-05-10,103485.91500000001,103212.082,103479.77270503565,103119.40574184738,54.978529091122304,249.41835555100988,13419.736361640063,103607.25,103654.31,103388.68,103433.82,81.87096
2025-05-10 12:00:00,2025-05-10,103538.10500000001,103227.64966666668,103514.3340313928,103154.91891979272,58.72193809572927,249.08487929617695,12486.040907237202,103430.86,103778.85,103430.85,103669.86,82.84913
2025-05-10 13:00:00,2025-05-10,103579.642,103226.52966666667,103535.15693477594,103185.49576367707,57.82258947735779,242.71437933245033,11620.07512814883,103669.86,103792.34,103429.82,103628.86,69.99108
2025-05-10 14:00:00,2025-05-10,103616.437,103244.54366666666,103532.4774920894,103207.10377892372,55.40561637586029,226.30678671890928,10805.545476138199,103628.86,103666.67,103450.01,103520.42,64.20736
2025-05-10 15:00:00,2025-05-10,103597.001,103251.23700000001,103460.89976625495,103202.6970835093,47.82875023222317,180.43021943799977,10064.107942128325,103520.42,103564.18,103138.76,103138.8,81.16816
2025-05-10 16:00:00,2025-05-10,103565.79400000001,103253.573,103453.33617239041,103216.67146521839,52.92459628286998,164.80692348357115,9369.388089119157,103138.8,103476.56,103138.53,103419.3,82.84605
2025-05-10 17:00:00,2025-05-10,103505.285,103261.284,103405.39323195578,103214.92814488172,48.72813593086971,132.36864974739728,8728.355368467788,103419.3,103560.02,103165.09,103189.65,85.7084
