timestamp,date,sma_10,sma_30,ema_10,ema_30,rsi_14,macd,atr_14,open,high,low,close,volume
2025-05-07 13:00:00,2025-05-07,,,,,,,0.0,95826.14,95826.14,20077.9,95826.14,0.64976
2025-05-07 14:00:00,2025-05-07,,,,,,,0.0,95826.14,99811.1,95826.14,96938.0,59.35014
2025-05-07 15:00:00,2025-05-07,,,,,,,0.0,96938.0,97015.89,96769.83,96923.9,62.26466
2025-05-07 16:00:00,2025-05-07,,,,,,,0.0,96923.9,96952.4,21206.1,96865.08,112.26919
2025-05-07 17:00:00,2025-05-07,,,,,,,0.0,96865.08,96893.43,91900.0,96283.57,94.14581
2025-05-07 18:00:00,2025-05-07,,,,,,,0.0,96283.57,96845.71,19435.9,96523.99,119.49633
2025-05-07 19:00:00,2025-05-07,,,,,,,0.0,96523.99,96933.83,95798.18,96200.31,112.57696
2025-05-07 20:00:00,2025-05-07,,,,,,,0.0,96200.32,96750.0,96119.47,96749.87,103.04871
2025-05-07 21:00:00,2025-05-07,,,,,,,0.0,96750.0,97313.7,93000.0,97130.08,97.02253
2025-05-07 22:00:00,2025-05-07,96670.38200000001,,96664.63497969223,,,,0.0,97140.0,97274.35,97021.3,97262.88,90.76707
2025-05-07 23:00:00,2025-05-07,96788.436,,96726.82498338455,,,,0.0,97262.88,97387.51,96989.13,97006.68,67.52007
2025-05-08 00:00:00,2025-05-08,96861.95599999999,,96898.89316822372,,,,0.0,97018.48,104553.6,96840.25,97673.2,102.52511
2025-05-08 01:00:00,2025-05-08,96950.458,,97064.35259218304,,,,0.0,97549.92,98260.01,20116.3,97808.92,117.5014
2025-05-08 02:00:00,2025-05-08,97132.549,,97359.19575724067,,79.77265768423246,,23694.375,97827.55,98813.0,97826.75,98685.99,111.48701
2025-05-08 03:00:00,2025-05-08,97420.81399999998,,97687.74561956053,,82.30630561956843,,22047.408928571425,98685.99,99170.02,98533.17,99166.22,97.02851
2025-05-08 04:00:00,2025-05-08,97667.01499999998,,97923.79187054952,,78.34049357012964,,20504.084719387753,99166.19,99369.56,98928.69,98986.0,83.97745
2025-05-08 05:00:00,2025-05-08,97922.33300000001,,98074.64607590417,,73.42500873583101,,19063.56152514577,98990.39,99077.99,98741.23,98753.49,60.5191
2025-05-08 06:00:00,2025-05-08,98146.35500000001,,98241.09042573976,,75.13475103607499,,17720.54498763536,98757.6,98997.02,98735.69,98990.09,63.12692
2025-05-08 07:00:00,2025-05-08,98357.273,,98422.57580287798,,76.82569762765058,,16556.356774232834,98971.43,100113.0,98691.09,99239.26,83.01753
2025-05-08 08:00:00,2025-05-08,98597.653,,98648.77656599108,,79.4120831225287,,15523.159861787632,99239.26,101324.6,99233.0,99666.68,103.05867
2025-05-08 09:00:00,2025-05-08,98871.686,,98848.4553721745,,79.86686751149165,,14597.43415737423,99666.68,101477.1,98914.1,99747.01,126.07982
2025-05-08 10:00:00,2025-05-08,99082.433,,99017.94894087005,,80.06557665325016,,13573.710288990356,99747.46,99950.41,99685.11,99780.67,83.16604
2025-05-08 11:00:00,2025-05-08,99242.70999999999,,99089.53822434822,,71.71028967370573,,12682.151696919618,99780.67,99782.98,98691.09,99411.69,76.29844
2025-05-08 12:00:00,2025-05-08,99301.62,,99123.27491083034,,68.84593752467208,,17355.948004282505,99411.69,99538.5,21423.2,99275.09,101.32577
2025-05-08 13:00:00,2025-05-08,99311.563,,99149.16129067936,,68.64188587122308,,16154.743861119468,99276.76,99629.75,99090.66,99265.65,101.94768
2025-05-08 14:00:00,2025-05-08,99358.156,,99204.21014691947,,70.49996115365558,788.2414436340769,21155.876442468078,99265.65,106827.6,20657.0,99451.93,148.73444
2025-05-08 15:00:00,2025-05-08,99559.807,,99488.89921111593,,79.67635288114086,863.8754313885584,20181.004553720355,99451.93,106827.6,99319.93,100770.0,122.97761
2025-05-08 16:00:00,2025-05-08,99788.446,,99813.91390000394,,81.99413143956602,953.6910579040123,24515.4185141689,100808.45,101355.3,20492.5,101276.48,112.02673
2025-05-08 17:00:00,2025-05-08,99966.696,,100033.5222818214,,77.22423097671181,992.8716079328879,28573.401477442552,101276.48,101656.48,20329.3,101021.76,112.22822
2025-05-08 18:00:00,2025-05-08,100137.023,98468.35266666667,100276.50913967204,98825.66930229892,79.02083617649382,1040.0296843608376,26565.1092290538,101021.76,101450.0,100992.69,101369.95,115.79917
2025-05-08 19:00:00,2025-05-08,100287.573,98649.23166666666,100453.96384154985,98982.23966989254,76.81975060338672,1055.7562720538263,25840.907855549962,101370.01,117411.8,100985.51,101252.51,127.3124
2025-05-08 20:00:00,2025-05-08,100553.606,98832.665,100815.24314308623,99205.38549764141,82.21787737813928,1150.8545812485827,24842.350151582104,101252.51,110861.1,99000.0,102441.0,127.17029
2025-05-08 21:00:00,2025-05-08,100893.921,99029.02966666667,101178.80620797964,99438.25353005165,83.51807072995793,1242.0686459310964,29057.56656932624,102441.0,105513.58,21658.2,102814.84,150.42119
2025-05-08 22:00:00,2025-05-08,101266.412,99233.527,101509.93235198333,99668.04362488702,84.13674593061091,1314.1486265691783,33039.49895723151,102814.84,105789.52,20984.9,103000.0,132.14018
